,Tidsperiode,Kvalitetsindikator,Måltall,komnr,Verdi,Sektor,Nivå
4970,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),5007,58.333,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4971,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),5007,62.5,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4972,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),5007,90.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4973,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),5007,103.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4974,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,5007,403.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4975,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,5007,435.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4976,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,5007,452.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4977,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,5007,456.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4978,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,5007,476.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4979,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4980,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4981,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4982,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4983,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4984,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4985,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4986,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4987,2019,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4988,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4989,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4990,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4991,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4992,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4993,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4994,2021,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4995,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4996,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4997,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),5044,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4998,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,5044,37.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
4999,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,5044,42.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5000,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,5044,43.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5001,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,5044,44.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5002,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,5044,48.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5003,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),3036,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5004,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),3036,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5005,2017,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3036,2.632,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5006,2020,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3036,3.382,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5007,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),3036,5.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5008,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),3036,7.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5009,2019,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3036,7.463,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5010,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),3036,15.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5011,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3036,173.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5012,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3036,190.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5013,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3036,199.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5014,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3036,201.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5015,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3036,207.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5016,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1806,13.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5017,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1806,18.056,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5018,2020,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1806,21.031,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5019,2021,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1806,24.658,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5020,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1806,26.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5021,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1806,36.774,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5022,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1806,45.614,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5023,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1806,46.296,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5024,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1806,57.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5025,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1806,75.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5026,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1806,155.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5027,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1806,162.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5028,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1806,657.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5029,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1806,737.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5030,2018,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1806,6.14,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5031,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1806,7.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5032,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1806,9.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5033,2019,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1806,9.331,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5034,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1806,10.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5035,2017,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1806,10.476,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5036,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1806,20.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5037,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1806,23.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5038,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1806,27.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5039,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1806,35.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5040,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1806,35.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5041,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1806,37.037,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5042,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1806,39.13,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5043,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1806,43.396,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5044,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1806,49.091,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5045,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1806,53.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5046,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1806,55.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5047,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1806,57.143,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5048,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1806,525.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5049,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1806,568.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5050,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1806,570.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5051,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),3034,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5052,2020,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3034,4.483,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5053,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),3034,5.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5054,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3034,6.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5055,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3034,8.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5056,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3034,9.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5057,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3034,11.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5058,2019,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3034,11.407,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5059,2017,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3034,12.258,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5060,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),3034,13.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5061,2018,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3034,15.672,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5062,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3034,21.053,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5063,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3034,21.429,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5064,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),3034,30.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5065,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3034,36.667,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5066,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),3034,38.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5067,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),3034,42.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5068,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3034,46.154,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5069,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),3034,83.333,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5070,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3034,263.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5071,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3034,268.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5072,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3034,285.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5073,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3034,290.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5074,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3034,310.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5075,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),3040,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5076,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),3040,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5077,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3040,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5078,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),3040,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5079,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3040,6.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5080,2020,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3040,8.547,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5081,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),3040,9.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5082,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),3040,10.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5083,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3040,10.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5084,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),3040,14.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5085,2017,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3040,15.385,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5086,2019,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3040,18.261,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5087,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),3040,21.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5088,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3040,29.412,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5089,2021,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3040,31.481,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5090,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),3040,34.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5091,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3040,42.857,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5092,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3040,90.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5093,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3040,91.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5094,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),3040,100.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5095,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3040,108.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5096,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3040,115.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5097,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3040,117.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5098,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1828,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5099,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1828,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5100,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1828,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
5101,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1828,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
