,komnr,variable,2015,2016,2017,2018,2019,2020,2021
1664,3446,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",116.0,135.0,128.0,138.0,118.0,104.0,113.0
1665,3446,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",37.0,52.0,51.0,44.0,42.0,43.0,59.0
1666,3447,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,5.0,5.0,,7.0,7.0,28.0
1667,3447,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,29.0,25.0,,21.0,23.0,23.0
1668,3447,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,16.0,16.0,,14.0,13.0,21.0
1669,3447,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",41.0,50.0,46.0,42.0,42.0,43.0,72.0
1670,3447,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",61.0,73.0,69.0,63.0,68.0,53.0,51.0
1671,3447,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",75.0,77.0,67.0,71.0,66.0,78.0,68.0
1672,3447,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",71.0,77.0,81.0,73.0,72.0,103.0,126.0
1673,3447,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",112.0,106.0,107.0,94.0,74.0,77.0,64.0
1674,3447,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,21.0,21.0,,21.0,20.0,49.0
1675,3448,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",10.0,13.0,8.0,,14.0,11.0,10.0
1676,3448,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",36.0,34.0,31.0,,34.0,41.0,42.0
1677,3448,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",6.0,8.0,9.0,,7.0,6.0,9.0
1678,3448,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",52.0,55.0,48.0,50.0,55.0,58.0,61.0
1679,3448,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",111.0,110.0,113.0,108.0,100.0,112.0,97.0
1680,3448,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",90.0,81.0,94.0,113.0,109.0,107.0,100.0
1681,3448,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",107.0,96.0,109.0,108.0,93.0,97.0,126.0
1682,3448,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",81.0,79.0,95.0,97.0,84.0,77.0,76.0
1683,3448,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",16.0,21.0,17.0,,21.0,17.0,19.0
1684,3449,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,7.0,13.0,10.0,,10.0
1685,3449,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,24.0,24.0,21.0,,20.0
1686,3449,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,11.0,12.0,7.0,,7.0
1687,3449,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",36.0,31.0,42.0,49.0,38.0,30.0,37.0
1688,3449,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",52.0,52.0,41.0,45.0,40.0,45.0,43.0
1689,3449,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",46.0,50.0,47.0,57.0,63.0,61.0,61.0
1690,3449,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",47.0,35.0,38.0,35.0,37.0,39.0,43.0
1691,3449,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",63.0,61.0,65.0,66.0,60.0,55.0,51.0
1692,3449,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,18.0,25.0,17.0,,17.0
1693,3450,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
1694,3450,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
1695,3450,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
1696,3450,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",15.0,16.0,17.0,14.0,14.0,9.0,14.0
1697,3450,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",10.0,10.0,6.0,6.0,6.0,5.0,6.0
1698,3450,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",24.0,17.0,18.0,17.0,14.0,15.0,21.0
1699,3450,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",23.0,23.0,23.0,18.0,9.0,13.0,12.0
1700,3450,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",24.0,33.0,29.0,22.0,24.0,28.0,25.0
1701,3450,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
1702,3451,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",24.0,30.0,31.0,36.0,32.0,31.0,35.0
1703,3451,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",44.0,48.0,44.0,42.0,38.0,37.0,38.0
1704,3451,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",21.0,19.0,12.0,9.0,12.0,10.0,15.0
1705,3451,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",89.0,97.0,87.0,87.0,82.0,78.0,88.0
1706,3451,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",49.0,54.0,47.0,31.0,35.0,36.0,39.0
1707,3451,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",74.0,70.0,53.0,62.0,59.0,66.0,72.0
1708,3451,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",36.0,55.0,40.0,14.0,14.0,17.0,20.0
1709,3451,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",56.0,43.0,38.0,39.0,52.0,62.0,53.0
1710,3451,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",45.0,49.0,43.0,45.0,44.0,41.0,50.0
1711,3452,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,9.0
1712,3452,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,7.0
1713,3452,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,6.0
1714,3452,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",16.0,10.0,14.0,14.0,17.0,13.0,22.0
1715,3452,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",6.0,11.0,11.0,14.0,7.0,9.0,13.0
1716,3452,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",37.0,33.0,26.0,35.0,32.0,38.0,35.0
1717,3452,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",9.0,,,8.0,7.0,17.0,16.0
1718,3452,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",35.0,,,36.0,28.0,39.0,30.0
1719,3452,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,15.0
1720,3453,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",13.0,11.0,14.0,9.0,7.0,10.0,17.0
1721,3453,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",9.0,8.0,7.0,7.0,9.0,10.0,9.0
1722,3453,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",13.0,13.0,11.0,9.0,6.0,9.0,6.0
1723,3453,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",35.0,32.0,32.0,25.0,22.0,29.0,32.0
1724,3453,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",26.0,28.0,16.0,13.0,15.0,11.0,10.0
1725,3453,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",38.0,37.0,33.0,35.0,32.0,26.0,25.0
1726,3453,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",31.0,32.0,5.0,12.0,8.0,8.0,7.0
1727,3453,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",34.0,34.0,31.0,33.0,40.0,35.0,36.0
1728,3453,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",26.0,24.0,25.0,18.0,13.0,19.0,23.0
1729,3454,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
1730,3454,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
1731,3454,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
1732,3454,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",18.0,13.0,14.0,18.0,19.0,19.0,19.0
1733,3454,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",12.0,11.0,12.0,11.0,12.0,12.0,12.0
1734,3454,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",25.0,17.0,16.0,21.0,24.0,25.0,29.0
1735,3454,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",15.0,12.0,12.0,11.0,12.0,13.0,12.0
1736,3454,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",39.0,50.0,42.0,37.0,33.0,35.0,27.0
1737,3454,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
1738,3801,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",50.0,63.0,60.0,48.0,50.0,48.0,51.0
1739,3801,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",105.0,95.0,94.0,90.0,93.0,87.0,82.0
1740,3801,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",29.0,31.0,25.0,24.0,27.0,34.0,38.0
1741,3801,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",184.0,189.0,179.0,162.0,170.0,169.0,171.0
1742,3801,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",161.0,177.0,204.0,230.0,228.0,234.0,242.0
1743,3801,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",273.0,283.0,267.0,272.0,245.0,251.0,255.0
1744,3801,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",164.0,188.0,202.0,218.0,232.0,190.0,191.0
1745,3801,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",169.0,165.0,162.0,156.0,146.0,154.0,131.0
1746,3801,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",79.0,94.0,85.0,72.0,77.0,82.0,89.0
1747,3802,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",39.0,33.0,38.0,55.0,49.0,48.0,47.0
1748,3802,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",72.0,71.0,72.0,86.0,105.0,98.0,102.0
1749,3802,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",28.0,25.0,23.0,29.0,42.0,41.0,40.0
1750,3802,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",139.0,143.0,145.0,170.0,196.0,187.0,189.0
1751,3802,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",145.0,182.0,206.0,204.0,212.0,164.0,177.0
1752,3802,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",231.0,238.0,252.0,215.0,213.0,231.0,244.0
1753,3802,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",155.0,184.0,206.0,135.0,149.0,72.0,104.0
1754,3802,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",166.0,157.0,153.0,146.0,153.0,125.0,156.0
1755,3802,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",67.0,58.0,61.0,84.0,91.0,89.0,87.0
1756,3803,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",104.0,118.0,129.0,120.0,134.0,117.0,114.0
1757,3803,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",195.0,207.0,219.0,224.0,236.0,215.0,219.0
1758,3803,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",55.0,61.0,65.0,62.0,76.0,77.0,96.0
1759,3803,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",354.0,386.0,413.0,406.0,446.0,409.0,429.0
1760,3803,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",300.0,364.0,372.0,408.0,412.0,433.0,432.0
1761,3803,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",448.0,506.0,511.0,465.0,489.0,437.0,417.0
1762,3803,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",370.0,336.0,371.0,402.0,388.0,523.0,533.0
1763,3803,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",616.0,561.0,557.0,589.0,557.0,468.0,465.0
1764,3803,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",159.0,179.0,194.0,182.0,210.0,194.0,210.0
1765,3804,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",92.0,87.0,111.0,108.0,113.0,120.0,118.0
1766,3804,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",168.0,167.0,211.0,202.0,211.0,200.0,201.0
1767,3804,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",45.0,48.0,61.0,53.0,63.0,64.0,61.0
1768,3804,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",340.0,336.0,383.0,363.0,387.0,384.0,380.0
1769,3804,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",375.0,429.0,433.0,445.0,483.0,516.0,520.0
1770,3804,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",583.0,624.0,613.0,603.0,669.0,641.0,662.0
1771,3804,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",803.0,854.0,795.0,891.0,907.0,957.0,937.0
1772,3804,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",632.0,613.0,550.0,574.0,538.0,519.0,543.0
1773,3804,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",137.0,135.0,172.0,161.0,176.0,184.0,179.0
1774,3805,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",77.0,85.0,91.0,112.0,101.0,106.0,82.0
1775,3805,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",183.0,184.0,186.0,187.0,173.0,153.0,148.0
1776,3805,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",40.0,51.0,52.0,64.0,61.0,71.0,57.0
1777,3805,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",313.0,330.0,337.0,363.0,335.0,330.0,287.0
1778,3805,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",448.0,432.0,447.0,453.0,437.0,431.0,423.0
1779,3805,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",503.0,504.0,499.0,483.0,440.0,439.0,467.0
1780,3805,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",219.0,228.0,245.0,266.0,298.0,344.0,362.0
1781,3805,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",376.0,384.0,359.0,327.0,415.0,379.0,410.0
1782,3805,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",117.0,136.0,143.0,176.0,162.0,177.0,139.0
1783,3806,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",43.0,50.0,60.0,48.0,45.0,52.0,47.0
1784,3806,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",171.0,169.0,176.0,175.0,183.0,177.0,155.0
1785,3806,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",33.0,33.0,43.0,28.0,42.0,65.0,48.0
1786,3806,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",247.0,252.0,279.0,251.0,270.0,294.0,250.0
1787,3806,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",315.0,308.0,314.0,300.0,303.0,281.0,280.0
1788,3806,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",355.0,347.0,327.0,302.0,336.0,337.0,381.0
1789,3806,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",216.0,185.0,185.0,185.0,172.0,176.0,180.0
1790,3806,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",331.0,298.0,298.0,279.0,268.0,257.0,270.0
1791,3806,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",76.0,83.0,103.0,76.0,87.0,117.0,95.0
1792,3807,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",98.0,97.0,98.0,110.0,96.0,78.0,91.0
1793,3807,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",201.0,207.0,213.0,218.0,220.0,107.0,202.0
1794,3807,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",41.0,62.0,55.0,57.0,60.0,50.0,56.0
1795,3807,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",340.0,366.0,366.0,385.0,376.0,235.0,349.0
1796,3807,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",391.0,412.0,397.0,382.0,368.0,293.0,415.0
1797,3807,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",467.0,502.0,518.0,510.0,564.0,499.0,542.0
1798,3807,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",306.0,304.0,280.0,237.0,234.0,215.0,236.0
1799,3807,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",443.0,399.0,390.0,385.0,345.0,287.0,339.0
1800,3807,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",139.0,159.0,153.0,167.0,156.0,128.0,147.0
1801,3808,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",69.0,81.0,72.0,70.0,73.0,67.0,67.0
1802,3808,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",55.0,49.0,51.0,53.0,51.0,52.0,56.0
1803,3808,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",27.0,28.0,29.0,28.0,29.0,23.0,26.0
1804,3808,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",151.0,158.0,152.0,151.0,153.0,142.0,149.0
1805,3808,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",123.0,114.0,99.0,106.0,118.0,126.0,119.0
1806,3808,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",176.0,159.0,145.0,130.0,140.0,139.0,136.0
1807,3808,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",75.0,94.0,75.0,70.0,84.0,97.0,105.0
1808,3808,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",152.0,142.0,130.0,119.0,136.0,142.0,149.0
1809,3808,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",96.0,109.0,101.0,98.0,102.0,90.0,93.0
1810,3811,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",57.0,49.0,48.0,47.0,52.0,56.0,55.0
1811,3811,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",53.0,58.0,59.0,79.0,73.0,68.0,77.0
1812,3811,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",22.0,22.0,20.0,28.0,26.0,28.0,26.0
1813,3811,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",174.0,155.0,153.0,154.0,151.0,152.0,158.0
1814,3811,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",156.0,170.0,177.0,177.0,165.0,182.0,168.0
1815,3811,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",247.0,233.0,248.0,245.0,243.0,245.0,235.0
1816,3811,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",161.0,210.0,208.0,289.0,309.0,341.0,371.0
1817,3811,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",288.0,326.0,332.0,319.0,323.0,322.0,327.0
1818,3811,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",79.0,71.0,68.0,75.0,78.0,84.0,81.0
1819,3812,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
1820,3812,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
1821,3812,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
1822,3812,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",5.0,9.0,11.0,8.0,11.0,14.0,13.0
1823,3812,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",6.0,6.0,8.0,9.0,11.0,9.0,9.0
1824,3812,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",19.0,18.0,15.0,21.0,24.0,23.0,23.0
1825,3812,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",13.0,25.0,36.0,32.0,30.0,35.0,37.0
1826,3812,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",26.0,33.0,36.0,35.0,36.0,41.0,49.0
1827,3812,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
1828,3813,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",43.0,42.0,39.0,44.0,40.0,41.0,45.0
1829,3813,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",45.0,41.0,50.0,49.0,42.0,46.0,39.0
1830,3813,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",17.0,24.0,25.0,32.0,29.0,30.0,28.0
1831,3813,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",105.0,107.0,114.0,125.0,111.0,117.0,112.0
1832,3813,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",141.0,130.0,112.0,107.0,111.0,125.0,117.0
1833,3813,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",117.0,132.0,141.0,119.0,111.0,102.0,110.0
1834,3813,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",102.0,130.0,106.0,128.0,134.0,134.0,201.0
1835,3813,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",126.0,117.0,102.0,120.0,101.0,115.0,123.0
1836,3813,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",60.0,66.0,64.0,76.0,69.0,71.0,73.0
1837,3814,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",48.0,55.0,49.0,55.0,65.0,75.0,72.0
1838,3814,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",47.0,46.0,52.0,57.0,49.0,56.0,53.0
1839,3814,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",24.0,25.0,26.0,34.0,43.0,38.0,40.0
1840,3814,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",119.0,126.0,127.0,146.0,157.0,169.0,165.0
1841,3814,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",90.0,88.0,88.0,78.0,88.0,85.0,81.0
1842,3814,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",110.0,106.0,136.0,125.0,120.0,113.0,123.0
1843,3814,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",105.0,101.0,96.0,102.0,93.0,101.0,98.0
1844,3814,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",131.0,146.0,136.0,119.0,96.0,100.0,75.0
1845,3814,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",72.0,80.0,75.0,89.0,108.0,113.0,112.0
1846,3815,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,14.0,
1847,3815,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,15.0,
1848,3815,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,6.0,
1849,3815,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",31.0,33.0,33.0,25.0,32.0,35.0,29.0
1850,3815,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",43.0,40.0,46.0,39.0,35.0,38.0,41.0
1851,3815,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",69.0,65.0,55.0,62.0,49.0,50.0,48.0
1852,3815,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",31.0,31.0,28.0,30.0,55.0,49.0,56.0
1853,3815,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",71.0,83.0,69.0,70.0,71.0,62.0,60.0
1854,3815,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,20.0,
1855,3816,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",16.0,20.0,20.0,17.0,24.0,17.0,19.0
1856,3816,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",52.0,48.0,48.0,51.0,44.0,42.0,37.0
1857,3816,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",11.0,13.0,22.0,19.0,22.0,17.0,21.0
1858,3816,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",79.0,81.0,90.0,87.0,90.0,76.0,77.0
1859,3816,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",119.0,92.0,103.0,101.0,92.0,68.0,72.0
1860,3816,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",76.0,87.0,94.0,100.0,82.0,88.0,81.0
1861,3816,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",94.0,103.0,109.0,113.0,116.0,123.0,117.0
1862,3816,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",109.0,98.0,93.0,92.0,91.0,91.0,87.0
